timeStamp;elapsed;label;responseCode;responseMessage;threadName;success;grpThreads;allThreads;URL;Latency;IdleTime;Connect
1,54E+12;15809;Logout;200;OK;Thread Group 1-137;true;164;164;https://homologacao.ufms.br/siscad/;8509;0;0
1,54E+12;16175;Logout;200;OK;Thread Group 1-165;true;163;163;https://homologacao.ufms.br/siscad/;8866;0;0
1,54E+12;11644;Logout;200;OK;Thread Group 1-125;true;162;162;https://homologacao.ufms.br/siscad/;4333;0;0
1,54E+12;18286;Logout;200;OK;Thread Group 1-158;true;161;161;https://homologacao.ufms.br/siscad/;10918;0;0
1,54E+12;9527;POST dados básicos da matrícula;200;OK;Thread Group 1-71;true;160;160;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F2;121;0;0
1,54E+12;9687;Post revisão de seleção;200;OK;Thread Group 1-110;true;160;160;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F4;108;0;0
1,54E+12;14080;Logout;200;OK;Thread Group 1-134;true;160;160;https://homologacao.ufms.br/siscad/;6734;0;0
1,54E+12;9557;Post seleção de disciplinas;200;OK;Thread Group 1-116;true;159;159;https://homologacao.ufms.br/siscad/?redirect=%2Fmatricula%2F3;146;0;0
1,54E+12;11628;Logout;200;OK;Thread Group 1-194;true;159;159;https://homologacao.ufms.br/siscad/;4257;0;0
1,54E+12;33972;Logout;200;OK;Thread Group 1-187;true;159;159;https://homologacao.ufms.br/siscad/;26779;0;0
1,54E+12;32204;Logout;200;OK;Thread Group 1-93;true;157;157;https://homologacao.ufms.br/siscad/;24970;0;0
1,54E+12;8429;Logout;200;OK;Thread Group 1-141;true;156;156;https://homologacao.ufms.br/siscad/;1172;0;0
1,54E+12;16415;Logout;200;OK;Thread Group 1-7;true;155;155;https://homologacao.ufms.br/siscad/;9006;0;0
1,54E+12;8327;Logout;200;OK;Thread Group 1-195;true;155;155;https://homologacao.ufms.br/siscad/;1037;0;0
1,54E+12;17097;Logout;200;OK;Thread Group 1-113;true;153;153;https://homologacao.ufms.br/siscad/;9679;0;0
